"","experiment","fault_model","dist","postprocess","dest","faults","router","num_samples","resource","resource_stdev","resource_min","resource_max","entries","entries_stdev","entries_min","entries_max","useX","useX_stdev","useX_min","useX_max","useY","useY_stdev","useY_min","useY_max","useD","useD_stdev","useD_min","useD_max","disconne","disconne_stdev","disconne_min","disconne_max","exectime","exectime_stdev","exectime_min","exectime_max","post_exectime","post_exectime_stdev","post_exectime_min","post_exectime_max","exectime_ci","post_exectime_ci","disconne_ci","resource_ci","entries_ci"
"92","baseline","spinn_link","uniform","DIJKSTRA",16,314,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","baseline","spinn_link","uniform","DIJKSTRA",16,314,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","baseline","spinn_link","uniform","DIJKSTRA",16,314,"smart",10000,642.4599,893.665086262186,0,1001,36.4532,37.2097260585186,0,55,219.4402,551.299550510428,0,449,220.3651,551.29214977723,0,474,217.5386,537.031483181387,0,454,0,0,0,0,115.7203,135.922519793447,0,185,18.2354,140.763135831083,0,83,2.23572649666635,2.3153475451282,0,14.6994825841826,0.61204552865225
"95","baseline","spinn_link","uniform","DIJKSTRA",16,314,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","baseline","spinn_link","uniform","DIJKSTRA",16,609,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","baseline","spinn_link","uniform","DIJKSTRA",16,609,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","baseline","spinn_link","uniform","DIJKSTRA",16,609,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","baseline","spinn_link","uniform","DIJKSTRA",16,609,"smart",10000,643.4886,894.248785947177,0,974,39.7025,50.4777047823096,0,65,222.2834,552.531138874543,0,445,223.3298,558.134225096437,0,422,219.0973,536.736439767229,0,456,0,0,0,0,115.4323,133.367268893083,0,166,26.2931,120.773048652131,0,75,2.193696359554,1.98653987113444,0,14.7090835896216,0.830284357913676
"100","baseline","spinn_link","uniform","DIJKSTRA",16,609,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","baseline","spinn_link","uniform","DIJKSTRA",16,1218,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","baseline","spinn_link","uniform","DIJKSTRA",16,1218,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","baseline","spinn_link","uniform","DIJKSTRA",16,1218,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","baseline","spinn_link","uniform","DIJKSTRA",16,1218,"smart",10000,647.2903,885.616834781837,0,933,46.3478,70.8084695890259,0,78,225.6852,555.104577464463,0,507,227.385,552.920108956981,0,435,223.7802,537.863213838797,0,456,0,0,0,0,115.6702,134.108464840964,0,247,35.8398,104.900426133548,0,90,2.20588794798553,1.72545846394522,0,14.5671006278019,1.16469568022392
"105","baseline","spinn_link","uniform","DIJKSTRA",16,1218,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","baseline","spinn_link","uniform","DIJKSTRA",16,2457,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","baseline","spinn_link","uniform","DIJKSTRA",16,2457,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","baseline","spinn_link","uniform","DIJKSTRA",16,2457,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","baseline","spinn_link","uniform","DIJKSTRA",16,2457,"smart",10000,659.1075,920.506660887905,0,955,59.9425,104.330183099092,0,109,236.5061,561.313826866041,0,537,234.1109,559.984972012642,0,460,232.0253,555.9122860452,0,458,0,0,0,0,116.0281,134.662662275035,0,235,53.3745,158.56189658616,0,132,2.21500368458032,2.60811110696049,0,15.1409871979446,1.71607880071052
"110","baseline","spinn_link","uniform","DIJKSTRA",16,2457,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","baseline","spinn_link","uniform","DIJKSTRA",16,4915,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","baseline","spinn_link","uniform","DIJKSTRA",16,4915,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","baseline","spinn_link","uniform","DIJKSTRA",16,4915,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","baseline","spinn_link","uniform","DIJKSTRA",16,4915,"smart",10000,692.7163,975.452469908196,0,1022,88.0226,153.825552867526,0,156,258.2634,568.372226092197,0,473,255.1425,579.075433972121,0,485,251.2205,566.857209880936,0,502,0,0,0,0,116.8185,134.375412177972,0,194,102.1302,312.531419364518,0,303,2.21027884094037,5.14068438678018,0,16.0447653304727,2.53020518551965
"115","baseline","spinn_link","uniform","DIJKSTRA",16,4915,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","baseline","spinn_link","uniform","DIJKSTRA",16,9830,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","baseline","spinn_link","uniform","DIJKSTRA",16,9830,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","baseline","spinn_link","uniform","DIJKSTRA",16,9830,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","baseline","spinn_link","uniform","DIJKSTRA",16,9830,"smart",10000,815.6554,1203.85019269052,0,1315,149.363,249.024053077208,0,242,327.0528,646.785254118397,0,583,309.6447,649.885300926248,0,560,313.2454,637.219235696789,0,602,0,0,0,0,118.8493,135.633319844351,0,178,305.29,914.447747689828,0,839,2.2309695808145,15.0413269444522,0,19.8015735575323,4.09608116902201
"120","baseline","spinn_link","uniform","DIJKSTRA",16,9830,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","baseline","uniform","cent3","DIJKSTRA",16,-1966,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","baseline","uniform","cent3","DIJKSTRA",16,-1966,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","baseline","uniform","cent3","DIJKSTRA",16,-1966,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","baseline","uniform","cent3","DIJKSTRA",16,-1966,"smart",10000,142.9199,630.163453104827,0,337,21.0587,15.2331230806424,0,29,46.5554,381.946279453014,0,227,47.0754,377.694185887207,0,223,47.3685,379.880254886984,0,225,0,0,0,0,22.5998,106.231416285061,0,91,0.0311,1.73454566143414,0,1,1.74735130372675,0.0285307372232289,0,10.3652664141174,0.250562577489928
"125","baseline","uniform","cent3","DIJKSTRA",16,-1966,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","baseline","uniform","cent3","DIJKSTRA",16,0,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","baseline","uniform","cent3","DIJKSTRA",16,0,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","baseline","uniform","cent3","DIJKSTRA",16,0,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","baseline","uniform","cent3","DIJKSTRA",16,0,"smart",10000,142.9199,630.163453104827,0,337,21.0587,15.2331230806424,0,29,46.5554,381.946279453014,0,227,47.0754,377.694185887207,0,223,47.3685,379.880254886984,0,225,0,0,0,0,19.8106,83.7977925323215,0,77,0.0243,1.53522726363233,0,1,1.37835102977316,0.0252522413278041,0,10.3652664141174,0.250562577489928
"130","baseline","uniform","cent3","DIJKSTRA",16,0,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","baseline","uniform","cent3","DIJKSTRA",16,19,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","baseline","uniform","cent3","DIJKSTRA",16,19,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","baseline","uniform","cent3","DIJKSTRA",16,19,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","baseline","uniform","cent3","DIJKSTRA",16,19,"smart",10000,141.9274,631.476321921099,0,340,21.0722,15.4413109997176,0,29,46.5433,376.024980196795,0,229,47.6371,381.252722960768,0,223,45.9754,369.124476755471,0,231,0,0,0,0,19.8278,84.2204014013825,0,51,0.5423,53.3325749292588,0,73,1.38530232708373,0.877242793070524,0,10.386861184459,0.253986964027712
"135","baseline","uniform","cent3","DIJKSTRA",16,19,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","baseline","uniform","cent3","DIJKSTRA",16,39,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","baseline","uniform","cent3","DIJKSTRA",16,39,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","baseline","uniform","cent3","DIJKSTRA",16,39,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","baseline","uniform","cent3","DIJKSTRA",16,39,"smart",10000,143.8496,626.125050863643,0,332,21.139,15.9716207702913,0,29,47.5249,381.663680381039,0,215,47.8962,379.158729394432,0,233,46.8898,380.470931391611,0,215,0,0,0,0,19.9557,82.8540649430069,0,53,0.4368,33.7630360553209,0,76,1.36282809229178,0.555352523124879,0,10.2988406083824,0.262709783523071
"140","baseline","uniform","cent3","DIJKSTRA",16,39,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","baseline","uniform","cent3","DIJKSTRA",16,78,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","baseline","uniform","cent3","DIJKSTRA",16,78,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","baseline","uniform","cent3","DIJKSTRA",16,78,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","baseline","uniform","cent3","DIJKSTRA",16,78,"smart",10000,143.1053,631.095485954384,0,331,21.1718,16.4275688243879,0,29,47.8264,378.759586188918,0,226,47.0722,375.065324082352,0,223,46.945,380.219015450306,0,216,0,0,0,0,19.849,83.6101662495058,0,64,0.5854,26.6366251370176,0,74,1.37526485205515,0.438133494663702,0,10.3805969902477,0.270209461627893
"145","baseline","uniform","cent3","DIJKSTRA",16,78,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","baseline","uniform","cent3","DIJKSTRA",16,157,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","baseline","uniform","cent3","DIJKSTRA",16,157,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","baseline","uniform","cent3","DIJKSTRA",16,157,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","baseline","uniform","cent3","DIJKSTRA",16,157,"smart",10000,143.9298,630.173651942066,0,337,21.3384,18.3849040285774,0,33,48.0234,381.596889896917,0,215,48.1149,383.050676454174,0,251,47.3167,377.349574969947,0,207,0,0,0,0,19.9493,83.424340663322,0,51,1.1798,34.1466870019626,0,26,1.372208293161,0.561663019635548,0,10.3654341700616,0.302404760725602
"150","baseline","uniform","cent3","DIJKSTRA",16,157,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","baseline","uniform","cent3","DIJKSTRA",16,314,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","baseline","uniform","cent3","DIJKSTRA",16,314,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","baseline","uniform","cent3","DIJKSTRA",16,314,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","baseline","uniform","cent3","DIJKSTRA",16,314,"smart",10000,145.5195,627.217571397677,0,345,21.6543,21.0094001297038,0,32,48.6762,379.904994355168,0,229,49.5382,381.288885181564,0,212,48.1303,381.101875639572,0,218,0,0,0,0,20.1415,82.6516271600868,0,73,2.1908,44.7003121696035,0,25,1.3594982870771,0.735254705980353,0,10.3168109720116,0.345573880034181
"155","baseline","uniform","cent3","DIJKSTRA",16,314,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","baseline","uniform","cent3","DIJKSTRA",16,609,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","baseline","uniform","cent3","DIJKSTRA",16,609,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","baseline","uniform","cent3","DIJKSTRA",16,609,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","baseline","uniform","cent3","DIJKSTRA",16,609,"smart",10000,143.8346,637.974183323275,0,333,22.1477,25.8586994185709,0,38,49.3834,380.830261083596,0,214,49.3479,382.648526870286,0,213,47.9192,378.602457938403,0,223,0,0,0,0,19.8818,82.702570809256,0,48,3.7431,54.4706689765235,0,27,1.36033623553816,0.895962774285077,0,10.4937414934069,0.425337755268843
"160","baseline","uniform","cent3","DIJKSTRA",16,609,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","baseline","uniform","cent3","DIJKSTRA",16,1218,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","baseline","uniform","cent3","DIJKSTRA",16,1218,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","baseline","uniform","cent3","DIJKSTRA",16,1218,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","baseline","uniform","cent3","DIJKSTRA",16,1218,"smart",10000,144.5635,632.051817655008,0,344,23.3034,34.540398980035,0,43,50.2561,379.100464040866,0,206,50.7746,379.26809419855,0,216,49.7907,384.082772291338,0,230,0,0,0,0,19.974,82.71399393168,0,74,6.2235,61.113250222599,0,39,1.36052412918166,1.00522351283435,0,10.3963272469111,0.568139005386614
"165","baseline","uniform","cent3","DIJKSTRA",16,1218,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","baseline","uniform","cent3","DIJKSTRA",16,2457,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","baseline","uniform","cent3","DIJKSTRA",16,2457,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","baseline","uniform","cent3","DIJKSTRA",16,2457,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","baseline","uniform","cent3","DIJKSTRA",16,2457,"smart",10000,145.6905,634.521251120875,0,342,25.6121,49.5893738427902,0,53,52.567,381.376632358355,0,242,53.4093,382.003329447532,0,226,50.7249,381.079728177713,0,221,0,0,0,0,20.0672,83.3180165775686,0,60,9.4772,62.4094270976749,0,39,1.37045941758017,1.02654372517574,0,10.4369458128396,0.815672614235658
"170","baseline","uniform","cent3","DIJKSTRA",16,2457,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","baseline","uniform","cent3","DIJKSTRA",16,4915,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","baseline","uniform","cent3","DIJKSTRA",16,4915,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","baseline","uniform","cent3","DIJKSTRA",16,4915,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","baseline","uniform","cent3","DIJKSTRA",16,4915,"smart",10000,145.2878,642.177977974954,0,351,30.0775,75.6842498745281,0,76,54.2147,375.520537102833,0,221,54.8194,375.885179965904,0,230,53.3325,379.515402983858,0,226,0,0,0,0,19.9363,83.2625069390179,0,57,13.2799,68.6309853276929,0,47,1.36954636527716,1.12887925137509,0,10.5628877622046,1.24489512909219
"175","baseline","uniform","cent3","DIJKSTRA",16,4915,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","baseline","uniform","cent3","DIJKSTRA",16,9830,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","baseline","uniform","cent3","DIJKSTRA",16,9830,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","baseline","uniform","cent3","DIJKSTRA",16,9830,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","baseline","uniform","cent3","DIJKSTRA",16,9830,"smart",10000,149.6218,655.8353498318,0,354,39.3608,121.334727749313,0,88,59.3615,375.850644601017,0,210,59.4385,379.394084557206,0,250,57.9762,381.11107212465,0,234,0,0,0,0,20.1311,83.157327910774,0,49,19.5746,93.3858650194985,0,59,1.3678163242163,1.53606078783323,0,10.7875315385382,1.99577867013627
"180","baseline","uniform","cent3","DIJKSTRA",16,9830,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","baseline","uniform","uniform","DIJKSTRA",16,-1966,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","baseline","uniform","uniform","DIJKSTRA",16,-1966,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","baseline","uniform","uniform","DIJKSTRA",16,-1966,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","baseline","uniform","uniform","DIJKSTRA",16,-1966,"smart",10000,639.8852,885.33893836598,0,959,33.0858,14.0987572016118,0,38,213.7238,539.98982968293,0,422,214.306,546.560461360864,0,444,214.1364,539.130095610512,0,466,0,0,0,0,122.7888,233.925808860416,0,279,0.0269,1.62000548418825,0,1,3.84773715141612,0.0266467189634831,0,14.5625296385265,0.231903919185793
"185","baseline","uniform","uniform","DIJKSTRA",16,-1966,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","baseline","uniform","uniform","DIJKSTRA",16,0,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","baseline","uniform","uniform","DIJKSTRA",16,0,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","baseline","uniform","uniform","DIJKSTRA",16,0,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","baseline","uniform","uniform","DIJKSTRA",16,0,"smart",10000,639.8852,885.33893836598,0,959,33.0858,14.0987572016118,0,38,213.7238,539.98982968293,0,422,214.306,546.560461360864,0,444,214.1364,539.130095610512,0,466,0,0,0,0,115.3309,132.585896946093,0,195,0.0253,1.56906744233637,0,1,2.18084393474395,0.0258088627345845,0,14.5625296385265,0.231903919185793
"190","baseline","uniform","uniform","DIJKSTRA",16,0,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","baseline","uniform","uniform","DIJKSTRA",16,19,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","baseline","uniform","uniform","DIJKSTRA",16,19,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","baseline","uniform","uniform","DIJKSTRA",16,19,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","baseline","uniform","uniform","DIJKSTRA",16,19,"smart",10000,638.8996,883.559923560932,0,922,33.2256,15.9239466238744,0,41,214.813,537.466425956078,0,447,214.3462,544.638129781601,0,420,213.0686,542.400448756267,0,422,0,0,0,0,115.3977,133.043779245781,0,168,2.1616,95.5859308823741,0,92,2.18837542835753,1.57224865097406,0,14.5332674489816,0.261925613596614
"195","baseline","uniform","uniform","DIJKSTRA",16,19,"graph_search",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","baseline","uniform","uniform","DIJKSTRA",16,39,"dor",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","baseline","uniform","uniform","DIJKSTRA",16,39,"lf",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","baseline","uniform","uniform","DIJKSTRA",16,39,"opt",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","baseline","uniform","uniform","DIJKSTRA",16,39,"smart",10000,640.4887,893.125635453938,0,959,33.4447,17.3049868977125,0,45,215.0462,545.717121808543,0,419,215.5802,545.533679548752,0,454,214.2189,538.499949999069,0,442,0,0,0,0,115.6842,134.945261272858,0,186,3.0977,84.3289979488076,0,42,2.21965202444575,1.38708858133279,0,14.6906094079975,0.2846417046305
